userName,score,at,content
Agus Baenaky,2,2023-07-07 11:51:49,Jujurly lebih suka twitter pokoknya
Bintang Sinaga,5,2023-07-07 11:51:31,Nice
Varel,5,2023-07-07 11:49:51,Aku leluhur
Rivaldi Handoko,5,2023-07-07 11:49:05,uu
Kemas Rahmat Manzila,4,2023-07-07 11:47:56,Lebih ringan dari Twitter untuk balas dan retweet.
Dhia Syahla,4,2023-07-07 11:42:59,NEED TRANSLATE!!!
bryan satriaa,5,2023-07-07 11:42:12,anjay
Hamid Badhawi,2,2023-07-07 11:41:20,Saran Feature Tambahkan tombol navigasi terjemahan untuk memudahkan pengguna dari negara luar bahasa
Ardhi Nugraha,1,2023-07-07 11:40:52,di hp android bug
Achmad Fani,1,2023-07-07 11:38:44,masih terdapat bug
Mang Joehan,4,2023-07-07 11:38:13,Need more improvement . Some fiture like save img . But over all like UI dll i realy love it.
Asep rosyadi,5,2023-07-07 11:38:07,Seruuuuu
Putu Radithya,5,2023-07-07 11:37:25,Oke
rasya maulana,4,2023-07-07 11:36:30,"Aku harap aplikasi ini tidak eror seperti twitter, twitter yang menyebalkan"
Hilya Nisaul luthfia,3,2023-07-07 11:35:50,"Gw gak ngerti cara pakenya, kok punya org² bisa buat SG caranya Gmn? Kasih tau dongg"
Loppo Dalle,5,2023-07-07 11:32:18,"please update to provide posting features in other applications such as on Instagram you can post the same post on Facebook, and also add the Instagram story featured"
Rizki Ardiansyah,5,2023-07-07 11:31:21,"Bagus semua, simpel, bisa pake akun IG, follower di Instagram pun bisa di follow. Saran aja dikasih fitur download gambar, translate seperti di Instagram, threadnya bisa di mark/simpan seperti di Instagram"
Wili Atmo,1,2023-07-07 11:31:16,masih ngebug aplikasinya
Danny Christian Hermawan,4,2023-07-07 11:30:52,perlu untuk lebih ditingkatkan keoptimalan nya
pmplosorejo plosorejo,1,2023-07-07 11:30:13,Eror cuyyy sekarang
Radit Channel,1,2023-07-07 11:30:06,"Perbaiki bug pada hp saya Vivo Y17, Saat Mengscroll dia malah jadi dobel layarnya dan itu sangat mengganggu. Semoga di Perbaiki masa Perusahaan Besar tidak bisa memperbaikinya. Cya"
Emi yati,5,2023-07-07 11:28:56,Tentram dan Damai ~~~
Maulana Ansori,5,2023-07-07 11:26:44,Gasss
Anugrah Rizki Arman,5,2023-07-07 11:25:22,"Banyak yang bilang bug itulah itulah, sebenarnya gada sih, kayaknya hp kalian aja yang ketinggalan zaman 🤠"
_gentara_ 123,3,2023-07-07 11:24:59,Erorr
Yuni Sulis,5,2023-07-07 11:24:00,Nice Nice Nice
ilham aviakamil,3,2023-07-07 11:21:23,Sering error dan ngebug tapi gpp ada freya
rafikho syawalin,1,2023-07-07 11:18:39,hp saya yang udah ketinggalan kali ya error gabisa discroll
Nurul Handayani pasaribu,5,2023-07-07 11:18:30,Seruuuu
Albern Zabriyan,5,2023-07-07 11:18:01,Pengganti twiterrr
Primayudha Mandiri,3,2023-07-07 11:17:29,There are no translation tools. Why are there no translation tools?
Yuri Agusta,1,2023-07-07 11:17:13,"Aku barusan mo posting picture langsung keluar keberanda hp dung,seperti mo posting gambar gak bisa,kek kena tolak Ama ni aplikasi"
nandar zulkarnain,5,2023-07-07 11:17:08,"Aku gk ada problem, hp kalian aja yg kentang"
sugeng yuda,5,2023-07-07 11:16:57,"Aplikasinya bagus banget mirip kayak Twitter,tapi nanti tambahin fitur hashtag,multi akun dong makasih 🙏🏻:D"
gian ramadan,5,2023-07-07 11:16:49,Cocok buat main rp
Muhammad Fahri,5,2023-07-07 11:16:03,Keren lebih keren dari twitter
zeiny firmansyah,5,2023-07-07 11:15:02,nyaingin Bang elon ygy wkŵkwkw
Muhammad Qadafi,3,2023-07-07 11:12:38,For close ketika gua coba upload foto
Galang Fatahhilah,5,2023-07-07 11:12:17,Di tunggu gelut sama Elon musk
Feny Clarita,2,2023-07-07 11:10:14,Blum bisa di gunakan.
Melani Lani,3,2023-07-07 11:09:49,Ga bisa chtan
imel mulyadi,1,2023-07-07 11:09:19,"Login hrs pke ig, bye"
Mozaa,1,2023-07-07 11:08:53,Masih ad bugny baru masuk UIny pada timpa²
Hakki Ramadani,5,2023-07-07 11:06:44,Nice good
Arsyila Aprilia,5,2023-07-07 11:03:44,Memuaskan
Noni Sepputri,1,2023-07-07 11:02:50,Aplikasinya eror. Tolong di perbaiki
Rio Rinaldi,4,2023-07-07 11:02:36,Kenapa ga ada hastag trending kayak sebelah.
Deni Alex S 80,5,2023-07-07 11:00:58,Good
Jolz,1,2023-07-07 11:00:13,"Ini gimana njingg, tulisannya bikin gua pusing tolol"
Fajarr Ardi,3,2023-07-07 10:59:02,"Buat apk yg baru rilis udah not bad lah,tinggal dikembangin lagi aja,diperbanyak fiturnya,dll yg buat menarik."
Ratmoko Wiyanto,1,2023-07-07 10:58:32,Bug UI. lol
anameza,5,2023-07-07 10:53:27,Banyak yg mikir ini itu apk kaya Instragram ini kaya Twitter woyyy cuma pake akun ig aja 👍
Mohamad Khoirun niam,5,2023-07-07 10:52:13,Good apk
Adenzone 09,5,2023-07-07 10:52:08,OMAGA Twitter nya Mark Zuckerbor💀💀
Jilan Sausan Nabilah,1,2023-07-07 10:51:27,"Pleaeenga bisa di scrolll di hp ku inii,tolong perbaiki"
Achmat Nur Febyanto,5,2023-07-07 10:51:14,"perfect app daripada twiter yang banyak peraturan, semoga aplikasi ini bisa berkembang maju daripada sebelah"
Vinza Azuri,5,2023-07-07 10:48:53,bgus
cia geming,1,2023-07-07 10:48:21,"eror, susah ngescrol, patah patah lgi"
Ranti Ran,4,2023-07-07 10:46:05,"Gak terlalu bagus, gak terlalu buruk juga. Saya cuman mau minta saran, tolong tambahkan fitur translate dan fitur DM🙏"
RASYID ARIKI LUHUR PRIBADI,4,2023-07-07 10:45:34,Tambahkan fitur Explore dan multi akun
Rizky Rizky,5,2023-07-07 10:44:40,Baru download
Syahrial Pku,5,2023-07-07 10:44:09,Aplikasinya bagus sekali
Tri Ashari Febriawan,5,2023-07-07 10:43:40,⭐⭐⭐⭐⭐
Filzah Zati Hulwani,4,2023-07-07 10:43:09,"Videonya masih burik, berharap ada translate nya🙂"
Budianta Inyoman,5,2023-07-07 10:42:00,Mantap👍
CAPTAIN FUGU,5,2023-07-07 10:41:18,Aplikasinya bagus. semoga setiap akun hanya bisa dikelola oleh satu pengguna saja. dan tidak ada sampah-sampah yang mengandung sex seperti aplikasi lainnya.
Woek,3,2023-07-07 10:40:18,gada dark theme nya
Hafid Mukti,3,2023-07-07 10:39:52,Just another Twitter?
asyaif alfatah nur,3,2023-07-07 10:39:13,"Sudah bagus, vibesnya dan ui nya lebih baik dari twitter menurutku. fiturnya masih kurang lengkap misal fitur save atau tags masih belum ada. Agak susah pula kalau pindah akun dan akun yg sudah dibuat tidak bisa dihapus. Kalau untuk upload foto atau video saya belum mencoba tetapi dari pengamatan saya foto yang diupload di threads lebih tajam dan tidak terkena kompresi seperti di instagram. Jadi menurut saya untuk urusan upload foto threads ini sudah sangat bagus"
erma nursetyani,5,2023-07-07 10:38:52,"there is a bug in threads SIT instagram with case : 1. create status in threads 2. added to instagram 3. Status in threads is deleted 4. delete story on instagram can't appear pop up ""your video hasn't been deleted, try again."" 5. Already tried 2 times and videos cannot be deleted"
Surya Fathir,5,2023-07-07 10:38:51,moga lebih baik dari tweet
Diaz Muhamad Firmansyah,1,2023-07-07 10:35:53,ENAKAN TWITTER. THREADS CUMA JIPLAKAN DARI TWITTER HAHAHAHA
Alif Romadhon,5,2023-07-07 10:35:01,Still have bug in dark mode
Andrye Andriyan syah,1,2023-07-07 10:35:00,Masih di dapatkan bug 😣
Nakhwariady Abidin,3,2023-07-07 10:34:27,Bgus tapi eror
Reta Fajriah,5,2023-07-07 10:33:17,baru mau nyoba
gl.yogaaon 001,2,2023-07-07 10:31:45,Eror
Rizky Padenggan Pane,3,2023-07-07 10:31:25,"Tolong tambah fitur trending ,dan memang harus ada pembatasan karakter postingan sperti twitter jaman dulu, dan bisa pilih trending berdasarkan lokasi"
MAK AL-ASROR,5,2023-07-07 10:31:18,Ngene👍🏿👍🏿👍🏿
Muhammad Faris Firdausy,5,2023-07-07 10:28:05,"Perasaan gue aman² aja ni apk, Ga ada freeze dll."
PRIYO VIEW,5,2023-07-07 10:27:29,"Tolong untuk tambahkan kolom trending, dan hashtag dapat berfungsi di aplikasi ini 🙏🏻"
Callme Onni,4,2023-07-07 10:26:26,Download karena bagus ❌ Download karena skuad Paox ✅
Morris Hendrawan,5,2023-07-07 10:25:30,Semoga bisa menyaingi yang sebelah
NAUFAL,1,2023-07-07 10:24:07,glitch
Muhammad Mustofa,2,2023-07-07 10:22:16,bug nya masih banyak sampe ngeblank wkwk di android sama loading nya lama bangett padahal wifi udah 1000mbps
RO. Indonesia,3,2023-07-07 10:21:23,"Agak payah dapat like dan comem, sainganya centang biru semua 😪"
rahmat farih,1,2023-07-07 10:21:10,ea
Ibrahim 321,5,2023-07-07 10:20:56,Aku FOMO doang😅🙂🙏🏻
Haysell Pasla,5,2023-07-07 10:20:46,THIS APP IS GOOD AF
L Desu,1,2023-07-07 10:17:22,Bug tross
Jade Saphira Nurielle,5,2023-07-07 10:16:53,ternyata cuma bikin theread aja
Moh Arif Kurnia Rahman,4,2023-07-07 10:15:56,"Bagus sih Mirip sama aplikasi sebelah sih, mungkin ini bakal jadi saingan, bahkan sampai ke fiturnya"
Andre Bunga,5,2023-07-07 10:15:54,👍
Naufal Tito Fajrian,1,2023-07-07 10:14:58,Saya baru coba kok muncul bug. Padahal hp saya baik-baik saya. Tolong dong dari pihak threads
Mukhamad Rozikin156,2,2023-07-07 10:13:44,Belum ada menu untuk sematkan postingan.
Miftakus Surur,1,2023-07-07 10:13:29,"Baru posting video tes kriuk standar komunitas, sudah diblokir gimana ini, mending Twitter is freedom of speech"
Alisya Zerlinda11,3,2023-07-07 10:13:05,tolong dong adain fitur buat ngehapus akun threads nyaa trs lencana yang di bio ig nya bisa dihapus permanen .
Lestari Angraini,5,2023-07-07 10:12:30,Nunggu kreator au pindah di sini
Abdur Ra'uf Al Farras,5,2023-07-07 10:12:20,Such a good app for Twitter Alternative because they're greedy...
Poetra Marfuat,4,2023-07-07 10:10:33,selama
MIF,1,2023-07-07 10:10:06,boring
subaktio Kim,3,2023-07-07 10:09:22,Belum bisa save gambar
Insanu Sholeh Jum Gunawan,5,2023-07-07 10:09:11,"Elon musk vs mark Zuckerberg 🙅 Twitter vs thread, 🙆"
Junis Selasi,1,2023-07-07 10:08:22,Sampah.
Erfandia,4,2023-07-07 10:08:14,Tambahkan tema di linimasa biar keliatan fresh tampilannya...gak monoton hitam putih
Rendimuhfaz,5,2023-07-07 10:08:12,Asik semoga makin lama gak makin aneh ya aplikasi yang ini
Mukri Kohar,1,2023-07-07 10:05:39,Please Version Lite
Raihan Husni Mubarak (Reyy),4,2023-07-07 10:04:48,"ini idenya ngikutin Twitter, gila emnh Mark Zuckerberg"
Andira Hilya,5,2023-07-07 10:02:04,Suka soalnya kya Twitter
Ainur Rofiq,5,2023-07-07 10:01:23,Nice app
Gadis Ayu Zahrani,5,2023-07-07 10:00:20,Kok bergetar ya layar nya?
Eiji Takahiro,5,2023-07-07 09:59:34,"bagus!! tapi aku agak bingung gak bisa bedain yg follow sama yg enggak, kalopun harus diliat satu² agak ribet soalnya. mungkin bisa kasih perbedaan. tolong dibaca ya dev :')"
Arief Wisesa,2,2023-07-07 09:58:32,Tempe goreng😋
Tiara Nurul Anisa,4,2023-07-07 09:58:23,"Min cara mengaktifkan lencana yang ter pencet ""sembunyikan lencana""di bio ig gmn? Tolong tutor"
Kipik aja,4,2023-07-07 09:57:00,Mirip² kaya Twitter
Rival Pang,3,2023-07-07 09:56:56,Saya harap threads kayak twitter jgn cuma teks aja
Aveiro Pamungkas,5,2023-07-07 09:55:38,Moga ada fitur kayak apa yg trending gitu dan translatenya.
Novita Sari,5,2023-07-07 09:55:34,"baguss tapi pas di download ngelag, padahal sinyal full"
Ninja,1,2023-07-07 09:53:41,Apa gunanya mengikuti kalau halaman awal dipenuhi oleh orang-orang yang tidak saya ikuti? Sunggu sangat tidak jelas
Permana Shidiq,3,2023-07-07 09:53:24,"Sedian fitur tambahan kaya bisa klik hashtag, trending, dm, save foto, download video"
Hikma Wati,4,2023-07-07 09:53:12,Tambahin fitur baru
Jerry Yanu,4,2023-07-07 09:52:20,Tolong adakan fitur Gif dan Hastag🙏😊
dirham jayadi,1,2023-07-07 09:51:57,Masih banyak bug
rahmat maulana,1,2023-07-07 09:51:53,Rada bosok tapi gapapa
Putra Hendy,5,2023-07-07 09:50:51,"Bug Atau hp gua yang jelek, soalnya masih belum bisa post photo"
Adam G. Ramdan,5,2023-07-07 09:49:49,Nica
K . A . P,5,2023-07-07 09:47:18,Anggap aja sdh bagus 👍🏻😎
Rv Ly,3,2023-07-07 09:45:40,"Overall bagus, cuman masih ada bug dan hal lain yang harus di tambahkan, seperti hastag, search keyword, trends, media, bookmark, pin post dll. Dan semoga standar komunitas di app ini tidak se-konyol di Facebook"
Ahmad Ziyadal Fathoni,5,2023-07-07 09:44:46,Zuck vs elon I pick zuck for this time
Adhe Febrian Gumilang,1,2023-07-07 09:44:42,mark ngebug anying kacauu
Nadia Fasya,5,2023-07-07 09:43:37,"Lumayanlah, semoga kedepannya nambah banyak fitur lagi."
Barera YT,5,2023-07-07 09:43:29,"Ini di bikin untung saingan nya Twitter woii Kok mau di samain kyk Instagram,, yaa udah beda laa"
riris arbita,4,2023-07-07 09:42:46,Mohon bantuan nya dong. Aku mau upload foto ngga bisa. Selalu keluar terus tiap kali mau upload foto. Mohon bantuannya 🙏
bilal mubarok,4,2023-07-07 09:42:23,"Cukup menarik sih sebagai alternatif twitter, login nya jg sangat simple . . . Animasi saat open close foto/video jg asik fluid jg . . . Mudah² an di kasih opsi biar video tdk run otomatis jd lebih hemat kuota & jg saran dr sy lebih enak klo saat di like postingan, foto video tinggal double klik kyk instagram udh cukup mantap buat app ini . . ."
iam nurse,1,2023-07-07 09:41:41,Uda download. Tapi tiba2 gak bisa d pakai lrna eror
Umar Abdurrahman,5,2023-07-07 09:41:17,Mirip Twitter Tapi Lebih Bagusss
f.shaquille.m,5,2023-07-07 09:41:14,kerennn cuyy
Saya Andreas (People Absurd PnK),5,2023-07-07 09:40:29,anjay keren banget
Ego Purwanto,5,2023-07-07 09:38:34,Sudah bagus tingkatkan
ScH PS,1,2023-07-07 09:37:33,apk ngentod
Muhammad K,5,2023-07-07 09:37:11,Tw gameover..
Naufal Aufa,5,2023-07-07 09:34:51,"Bagus banget, dan kekurangan nya cuma ga bisa multi akun, jadi bisa nya cuma login 1 akun saja🥲 ga bisa 2 atau 3 akun.."
Hanif Hanifah,5,2023-07-07 09:32:36,Cuma penggen ngasih 5 aja.....
Muhammad Lathif Akmal,5,2023-07-07 09:32:29,Good
Roberto Harefa,5,2023-07-07 09:31:27,"Aplikasi bikin Candu, haha"
Joko Susilo,5,2023-07-07 09:29:40,Muasukkkk gan
Indri Lesmana,5,2023-07-07 09:28:22,Asik banget ini apk
Eko Purhantoro,1,2023-07-07 09:27:48,Tetep Instagram lebih baik
Tirta Hayati,3,2023-07-07 09:27:30,Saran selanjutnya untuk threads: 1. Tambahkan fitur mode gelap 2. Tambahkan fitur multi akun
Suryo Jati Buwono,3,2023-07-07 09:26:57,"Aplikasinya nge-glitch di hp saya, masig menunggu update-an selanjutnya"
Hanif ridho zr,5,2023-07-07 09:25:40,Mantap Min semoga berkembang dan manfaat🤗👏
Sandy Risky Christian,3,2023-07-07 09:24:44,"Msih butuh bnyak update, contohnya bug saat logout gk bsa login lg"
MJ Az Zhayadie,1,2023-07-07 09:24:09,Ngambil data pribadinya banyak banget
Pen Vinci,2,2023-07-07 09:23:16,Tolong di hape saya malah kayak hancur aplikasinya.... Saya refresh2 malah ketimpa jendela satu dengan yang lainnya
Rofi Ajja,5,2023-07-07 09:22:28,"Coba aja dlu, sapa tau cocok"
dwi purwanto,5,2023-07-07 09:19:03,Ada cerita misterinya ga gaes?
nazr game,5,2023-07-07 09:16:43,Sejauh ini masih bagus
yoga krisnanda,1,2023-07-07 09:15:48,Login aja wajib pakai akun instagram. Ngak praktis dan menyusahkan. Bad
eririka_chan,5,2023-07-07 09:15:47,"Baru install karena saran temen, mari kita coba, semoga kedepannya semakin maju"
Gilbert Natanael Pardosi,4,2023-07-07 09:14:53,Kok gak bisa up foto ya
Bambang Irawan,1,2023-07-07 09:13:26,Kok threads saya macet yaa dan blank tolong diperbaiki
Rian Rian,3,2023-07-07 09:12:56,"sumpah nih apk bagus banget, cuma tampilannya aja kurang oke menurut ku. 1. Tombol Like koment dan share nya sangat berdekatan jadi kadang salah pencet. 2. Tidak ada fitur dm. 3. Tidak ada fitur untuk melihat siapa yg belum follow back kita. 4. Tidak ada fitur search timeline (semoga update kedepannya bakal dipertimbangkan untuk ditambahkan)"
Diana Nefertari,4,2023-07-07 09:11:27,"untuk hari pertama udah okay sih. tapi emang ada beberapa fitur yg harus ditambah kayak fitur save/download foto, sematkan threads, DM, hastag biar bisa liat yg trending, multi acc, dan filter untuk kata-kata yang mau kita sembunyikan dari TL."
Tama Del Rey (SteinaSaga26),1,2023-07-07 09:08:38,Threads udah gak kayak dulu lagi 😔
Nur Rifkah Rusdianto,5,2023-07-07 09:07:14,Mantapp 🔥
F- Iki,5,2023-07-07 09:06:29,Mantap
M Arif Furrohman,4,2023-07-07 09:05:07,Akun saya tidak bisa mengikuti orang orangg😪
Achmad Achmad,5,2023-07-07 09:05:00,Baik
Haeqal R.A,5,2023-07-07 09:04:14,"Belum dicoba, semoga bagus"
X. Dyna_13,1,2023-07-07 09:02:19,Aplikasinya eror
riyan hansamu,5,2023-07-07 09:00:39,Semoga bisa menghasilkan cuan seperti tiktok
Can Tia,5,2023-07-07 08:59:20,"Masih awal percobaan, sejauh ini lancar. Semoga di masa depan semakin banyak kemudahan fitur."
Muhammad Rama A,5,2023-07-07 08:59:08,lebih better lah bagi pengguna twitter karena di Twitter ada yang bayar kalo scroll itu mknya pada pindah
FADIL N,5,2023-07-07 08:58:54,"baru juga belum sehari rilis dah pada minta fitur kek Instagram, twitter, tiktok lol"
Cahaya Umbaran,5,2023-07-07 08:58:52,"Masih baru nyoba, untuk tampilannya bagus sih"
Aulia Miftakhul Rizki,5,2023-07-07 08:57:51,ya mbuh ya
Moh Hafis ababil,5,2023-07-07 08:57:47,Mantap follow ig :momoy_ya
rra,1,2023-07-07 08:54:17,akun gue di hack anajy
Rafif Farrel,1,2023-07-07 08:53:56,Bosok error pas dibuka
Argesya Prasastha,5,2023-07-07 08:53:40,ALL IN BANG MARK ZUCKERBERG
Aryanto_ 27,5,2023-07-07 08:51:29,Bagus
Fajar Fathoni,4,2023-07-07 08:50:33,Aplikasi pesaing Twitter 🤣
Wahyu,2,2023-07-07 08:50:28,males maen ig kirain bisa login pake email selain pake ig
Hfiiz Sugihardjo,5,2023-07-07 08:49:31,"Kalau bisa, ditambahkan untuk fitur penerjemah agar memudahkan pengguna Threads. Thankyou"
ruhan habib123,5,2023-07-07 08:47:42,so far so good sih
Adib Ridwan,1,2023-07-07 08:46:13,Ini buat apaan anjir gajelas bat
Ayu Andini,5,2023-07-07 08:43:23,Bagus
CHOU LEE,3,2023-07-07 08:42:19,Woy tambahin album di galeri biar GK scrolling sampe akar terus kalo share foto
Ade Imran Desra,4,2023-07-07 08:40:58,So far so good... 🤓
Sepa Sky,5,2023-07-07 08:39:07,bantu rate ajah
Peri Sosiyan,4,2023-07-07 08:39:01,"Coba dulu, jika bagus kedepannya kita kasih 5 bintang"
Suci Fadila,5,2023-07-07 08:38:58,Berguna untuk kaum galauyers 🙌🏻
Alvin Dhiko,5,2023-07-07 08:38:20,Work cokk mantap😁🤣
PKJ COMMUNITY,5,2023-07-07 08:38:10,Sangat membantu saya dalam menjalankan informasi penting dari seputaran kampung saya🙏🏻
M KHOIR SIAGIAN,5,2023-07-07 08:36:50,Nyoba dulu!
Diva Della,5,2023-07-07 08:34:50,menarik
Thoter Sword,5,2023-07-07 08:34:22,Moga aja bagus
Michael Gracia,5,2023-07-07 08:33:50,gg mark
amq pung,5,2023-07-07 08:33:25,Good
Nelly Anggriani,5,2023-07-07 08:32:57,Not bad
Isma Liyah,5,2023-07-07 08:32:19,Coment ahh🤣
anggie Chen,5,2023-07-07 08:31:50,Semoga ga kaya tw***er apa-apa limit
Aswin Wardhana,5,2023-07-07 08:30:58,Bagusssssss
Iyun Na,4,2023-07-07 08:28:58,Bagus sih
ID LOOK,4,2023-07-07 08:26:30,"Seharusnya Log in g harus pakai akun IG,biar bisa bikin username new"
Akhmat Roni,5,2023-07-07 08:24:26,Kaya twiter
MyRext,4,2023-07-07 08:24:19,Saat saya membuka Threads terjadi bug seperti glitch saat loading. Tolong difix ya soalnya mau coba pake Threads :).
gobber fauzan,5,2023-07-07 08:23:57,Ikut ikutan aja yang lagi viral
Satrya Said,4,2023-07-07 08:23:28,Kesini gara2 twitter mulai g asyik ✌
hazriana Grande,4,2023-07-07 08:21:32,App ini vibesnya kayak Twitter menurut gue
Seli Selviana,5,2023-07-07 08:20:02,"ikut trend aja deh, mungkin berapa bulan lagi udh uninstall"
Cara Mell,5,2023-07-07 08:19:48,Bagus
michael hutagalung,5,2023-07-07 08:19:29,Keren
Marcelino Putra,5,2023-07-07 08:19:28,Sebenernya tinggal tambahin fitur DM tambah manteb si
M.Dmitry Arizki,5,2023-07-07 08:17:28,Best
Rizky Pratama,5,2023-07-07 08:15:54,Blm rame sih tp asikk lah
Ahmad Zaky Nanda P,5,2023-07-07 08:15:22,Tuku minyak numpak becak Tak nyimak wae cak🙌
David ibaadillaahish Sholihin,4,2023-07-07 08:14:38,Tolong berikan fitur translate
Desrani Mulyawati,1,2023-07-07 08:14:05,Saat membuka apk threads tiba tiba saja nge glitch
Kevin RedStory,1,2023-07-07 08:13:14,"tolong tambah fitur filter di timeline , mual saya liat bacotan cringe ,alay & stress nya para d4jj4l centang biru"
Agus F,4,2023-07-07 08:12:53,Waduh
Murni Hayati,4,2023-07-07 08:12:51,Masih explore fitur²nya... Belum nemu W.O.W nya 😁
Noval Bachrenz,4,2023-07-07 08:12:07,Ok
ega septiani,4,2023-07-07 08:11:20,Saya mendownload aplikasi ini karena Build Jakapan Puttha 💙
Khoiruddin98,5,2023-07-07 08:11:12,Elon Musk (Twitter) Vs Mark Zuckerberg (Threads)
Yulia Apriani,1,2023-07-07 08:09:44,"nyontek mulu, masih banyak bug"
